Publisher Name,Publisher Registry Id,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,Time lag
ACV-CSC International,iiwe,5,0,0,0,0,0,0,0,0,0,0,0,One year
ADD International (Action on Disability and Development),addinternational,1,5,4,1,4,1,0,0,0,0,0,0,One year
APOPO,apopo,6,0,0,0,0,0,0,0,0,0,0,0,One year
Académie de recherche et d'enseignement supérieur,ares,63,0,2,0,0,0,0,0,0,0,0,0,One year
Acumen,acumen,2,0,0,1,0,0,0,0,0,0,0,0,One year
Adam Smith International,asi,0,89,0,0,0,0,0,0,0,0,0,0,One year
Advance Consulting,ac1999,0,1,0,0,0,0,0,0,0,0,0,0,One year
Africa Climate Ventures,acv,0,0,0,1,0,0,0,0,0,0,0,0,One year
Africalia,africalia,7,2,0,0,0,0,0,0,0,0,0,0,One year
African Women's Development Fund,awdf,0,3,0,0,0,0,0,0,0,0,0,0,One year
Akina Mama wa Afrika,amwa,1,1,0,0,0,0,0,0,0,0,0,0,One year
Amref Health Africa - UK,amrefha,8,8,0,0,0,0,0,0,0,0,0,0,One year
Amref Health Africa in Ethiopia,amrefeth,1,0,0,0,0,0,0,0,0,0,0,0,One year
Amref Health Africa in Uganda,amrefug,0,0,0,0,0,1,0,0,0,0,0,0,One year
Aqua for All,aqua4all,17,8,1,0,0,0,0,0,0,0,0,0,One year
Association for Cultural Technical and Educational Cooperation (ACTEC),actec,13,0,0,0,0,0,0,0,0,0,0,0,One year
Atradius Dutch State Business,adsb,2,0,2,0,4,0,0,0,0,0,0,0,One year
Autre Terre asbl,a-t,8,0,0,0,0,0,0,0,0,0,0,0,One year
Avocats Sans Frontières,asf,10,0,0,0,0,0,0,0,0,0,0,0,One year
B. P. Koirala Institute of Health Sciences,bpkihs_dharan,0,1,0,0,0,0,0,0,0,0,0,0,One year
BANQUE OUEST AFRICAINE DE DEVELOPPEMENT,boadiita,0,20,2,0,6,0,0,0,0,0,0,0,One year
BOS+ tropen,bos_plus_tropen,8,0,0,0,0,0,0,0,0,0,0,0,One year
BRAC University,bu,0,2,0,0,2,0,0,0,0,0,0,0,One year
Beweging voor Internationale Solidariteit - Mouvement pour la Solidarité Internationale,bismsi,3,0,0,0,0,0,0,0,0,0,0,0,One year
Brink Innovation,brink_innovation,0,2,0,0,0,0,0,0,0,0,0,0,One year
Broederlijk Delen,bd,16,0,0,0,0,0,0,0,0,0,0,0,One year
Brulocalis,brulocalis,5,0,0,0,0,0,0,0,0,0,0,0,One year
CIVICUS World Alliance for Citizen Participation,civicus,0,0,0,0,14,0,0,0,0,0,0,0,One year
CIVIL INITIATIVES FOR DEVELOPMENT AND PEACE INDIA,cividep,0,1,0,0,0,0,0,0,0,0,0,0,One year
COMMISSION JUSTICE ET PAIX ASBL (cjp),cjp,3,0,0,0,0,0,0,0,0,0,0,0,One year
CONEXIÓN,conexionla,4,0,0,0,0,0,0,0,0,0,0,0,One year
Carbon Trust Advisory Ltd,carbontrustadvisory,5,2,5,13,8,2,0,0,0,0,0,0,One year
Caritas International (Belgium),cibe,9,0,0,0,0,0,0,0,0,0,0,0,One year
Catholic Agency For Overseas Development (CAFOD),cafod,106,207,70,10,0,0,0,0,0,0,0,0,One year
Center for Natural Resource Studies (CNRS),cnrs,0,1,0,1,1,0,0,0,0,0,0,0,One year
Center for Participation and Development,cpd_2021,0,0,1,0,0,0,0,0,0,0,0,0,One year
Centre National de Coopération au Développement (CNCD-11.11.11),cncd,4,2,0,0,0,0,0,0,0,0,0,0,One year
Centre Tricontinental - CETRI,ct-admin,5,0,0,0,0,0,0,0,0,0,0,0,One year
Centre for Information Resilience,cir,0,1,3,0,0,0,0,0,0,0,0,0,One year
Centro Brasileiro de Análise e Planejamento - Cebrap,_cebrap,1,0,0,0,0,0,0,0,0,0,0,0,One year
Charity Projects Ltd (Comic Relief),cprojects,11,13,3,0,0,0,0,0,0,0,0,0,One year
Chaîne de l'Espoir Belgique / Keten van Hoop België / Chain of Hope Belgium,cdeb-kvhb_admin,5,2,0,0,0,0,0,0,0,0,0,0,One year
Child Rights Coalition Asia,crcasia,7,2,2,0,0,0,0,0,0,0,0,0,One year
Coffey International Development,coffey,0,41,0,0,43,0,0,0,0,0,0,0,One year
Collectif Stratégies Alimentaires,csa,6,0,0,0,0,0,0,0,0,0,0,0,One year
Congodorpen vzw,congodorpen,4,0,0,0,0,0,0,0,0,0,0,0,One year
Coopération par l'Education et la Culture,cec,4,0,0,0,0,0,0,0,0,0,0,0,One year
Croix-Rouge de Belgique Communauté francophone - Activités internationales ASBL,crb-ai_admin,10,0,0,0,0,0,0,0,0,0,0,0,One year
DAI Global UK,dai-e,35,168,0,0,0,0,0,0,0,0,0,0,One year
DKT International,dkti,3,1,2,2,0,0,0,0,0,0,0,0,One year
DUF - The Danish Youth Council,duf,0,1,0,0,0,0,0,0,0,0,0,0,One year
Danish Family Planning Association,dfpa,1,0,0,0,0,0,0,0,0,0,0,0,One year
Defence for Children International Netherlands - ECPAT Netherlands,dciecpatnl,6,0,0,0,0,0,0,0,0,0,0,0,One year
DefendDefenders,defenddefenders,0,0,0,0,1,0,0,0,0,0,0,0,One year
Dynamo International asbl,dynamo_international,5,0,0,0,0,0,0,0,0,0,0,0,One year
Défi Belgique Afrique,dba,3,2,0,0,0,0,0,0,0,0,0,0,One year
ECDPM,ecdpm,0,112,0,0,0,0,0,0,0,0,0,0,One year
Eclosio,eclosio,10,0,0,0,0,0,0,0,0,0,0,0,One year
Ecorys UK,ecuk,3,10,2,1,2,0,0,0,0,0,0,0,One year
"Education Development Center, Inc.",edc,0,0,1,0,0,0,0,0,0,0,0,0,One year
Elrha,elrha,2,3,0,0,0,0,0,0,0,0,0,0,One year
Elton John AIDS Foundation,ejaf,1,0,0,0,2,0,0,0,0,0,0,0,One year
Energy Saving Trust,energy_saving_trust,0,4,3,0,0,0,0,0,0,0,0,0,One year
Enfance Tiers Monde Kinderen Derde Wereld,etmkdw,5,0,0,0,0,0,0,0,0,0,0,0,One year
EngenderHealth,ehorg,0,1,0,1,0,0,0,0,0,0,0,0,One year
Enhanced Integrated Framework,eif,0,0,0,0,32,0,0,0,0,0,0,0,One year
Entraide et Fraternité,ef_,11,0,0,0,0,0,0,0,0,0,0,0,One year
Ethiopian Women with Disabilities National Assocation,ewdna2025,0,0,2,0,0,0,0,0,0,0,0,0,One year
FIAN Belgium,fian-belgium,3,0,0,0,0,0,0,0,0,0,0,0,One year
FSD Africa,fsdafrica,3,8,0,0,0,0,0,0,0,0,0,0,One year
Fair Wear Foundation,fwf,0,6,0,0,0,0,0,0,0,0,0,0,One year
Fairtrade Belgium,fairtrade_be,3,0,0,0,0,0,0,0,0,0,0,0,One year
Federation of Women Lawyers Kenya,fida,1,0,0,0,0,0,0,0,0,0,0,0,One year
Fondo Centroamericano de Mujeres,fcam,0,0,5,0,0,0,0,0,0,0,0,0,One year
Fonds voor Ontwikkelingssamenwerking - Socialistische Solidariteit VZW,fos,4,2,0,0,0,0,0,0,0,0,0,0,One year
Forests of the World,fowdk,2,0,0,0,0,0,0,0,0,0,0,0,One year
Forum Universitaire pour la Coopération Internationale au Développement -FUCID ASBL,fucid,4,0,4,0,0,0,0,0,0,0,0,0,One year
Forum for Africa Women Educationalist Regional Secretariat,fawe-rs,1,1,0,0,8,0,0,0,0,0,0,0,One year
Free a Girl,freeagirl,3,1,0,0,0,0,0,0,0,0,0,0,One year
Frontline AIDS,f-aids,0,1,1,0,6,0,0,0,0,0,0,0,One year
Frères des Hommes,fdhommes,5,0,0,0,0,0,0,0,0,0,0,0,One year
Fundación Fondo Mujeres del Sur,fms,0,0,1,0,0,0,0,0,0,0,0,0,One year
GALZ,galz,1,0,0,0,0,0,0,0,0,0,0,0,One year
GEOMOUN ASBL,geomoun,3,0,2,0,0,0,0,0,0,0,0,0,One year
GHANA NETHERLANDS BUSINESS & CULTURE COUNCIL,gnbcc,0,0,0,0,38,1,0,0,0,0,0,0,One year
GSMA Foundation,gsma_foundation,0,12,0,0,0,0,0,0,0,0,0,0,One year
George Institute for Global Health,tgi_india,1,2,0,0,0,0,0,0,0,0,0,0,One year
Global Disability Innovation Hub,gdihub,0,3,0,0,0,0,0,0,0,0,0,0,One year
Global Focus,globaltfokus,0,1,0,0,1,0,0,0,0,0,0,0,One year
Global Green Growth Institute (GGGI),gggi,0,1,0,0,0,0,0,0,0,0,0,0,One year
Grand Challenges Canada,hgc,1,0,2,0,0,0,0,0,0,0,0,0,One year
Greater Virunga Transboundary Collaboration,gvtc,0,1,0,0,0,0,0,0,0,0,0,0,One year
Handicap International Belgique,hib,10,0,0,0,0,0,0,0,0,0,0,0,One year
Health Insurance Fund,hif,2,0,0,0,0,0,0,0,0,0,0,0,One year
IMD Moçambique,imdmozambique,0,0,0,2,1,0,0,0,0,0,0,0,One year
IPE Global Limited,ipeglobal,0,2,2,0,0,0,0,0,0,0,0,0,One year
ISEAL,iseal,0,0,9,0,0,16,0,0,0,0,0,0,One year
ITECO - Centre de formation pour le développement,iteco,3,0,0,0,0,0,0,0,0,0,0,0,One year
IUCN Nederlands Comité,iucn_nl,21,6,0,0,0,0,0,0,0,0,0,0,One year
Iles de Paix,idp,9,0,0,0,0,0,0,0,0,0,0,0,One year
"Imperial College of Science, Technology and Medicine",imperial,0,0,0,0,0,57,0,0,0,0,0,0,One year
Institut de Formation Syndical International - Internationaal Syndicaal Vormingsinstituut,ifsi_isvi,8,0,0,0,0,0,0,0,0,0,0,0,One year
Institute of Tropical Medicine,itm,18,0,1,1,0,0,0,0,0,0,0,0,One year
International Alert,international-alert,2,0,0,0,0,0,0,0,0,0,0,0,One year
International Initiative for Impact Evaluation,3ie,0,0,0,0,1,0,0,0,0,0,0,0,One year
International Peace Information Service,ipis,5,0,0,0,0,0,0,0,0,0,0,0,One year
International Trade Centre (ITC),itc,7,182,11,25,177,0,0,0,0,0,0,0,One year
Ipas,ipas,0,0,0,0,1,0,0,0,0,0,0,0,One year
Join For Water,protos,12,0,0,0,0,0,0,0,0,0,0,0,One year
KIYO,kiyo,7,0,0,0,0,0,0,0,0,0,0,0,One year
Kenya Community Development Foundation,kcdf,1,0,0,0,1,1,0,0,0,0,0,0,One year
Koepel van de Vlaamse Noord-Zuidbeweging 11.11.11 VZW,111111_publisher,15,0,0,0,0,0,0,0,0,0,0,0,One year
Laïcité et Humanisme en Afrique Centrale (LHAC),lhac,6,0,0,0,0,0,0,0,0,0,0,0,One year
Le Monde selon les femmes asbl,mondefemmes,8,0,0,0,0,0,0,0,0,0,0,0,One year
Leaders International,lifed_admin,0,0,0,0,1,0,0,0,0,0,0,0,One year
Light For The World Belgium,lftw-be,5,0,0,0,0,0,0,0,0,0,0,0,One year
Liverpool School of Tropical Medicine,lstm,8,4,3,2,3,10,0,0,0,0,0,0,One year
MDF Global,mdf,1,0,0,0,1,0,0,0,0,0,0,0,One year
Medecins du Monde Belgique - Dokters van de Wereld Belgïe,medecins,11,0,0,0,0,0,0,0,0,0,0,0,One year
Memisa,memisa,9,0,0,0,0,0,0,0,0,0,0,0,One year
Miel Maya Honing asbl,mmha,5,0,0,0,0,0,0,0,0,0,0,0,One year
Minority Rights Group,mrg,1,1,0,0,0,0,0,0,0,0,0,0,One year
Montrose International LLP,montrose_llp,1,0,2,0,0,0,0,0,0,0,0,0,One year
Mott MacDonald Limited,mml,24,13,0,0,0,0,0,0,0,0,0,0,One year
Médecins Sans Vacances,msv,6,0,0,0,0,0,0,0,0,0,0,0,One year
NatureFinance,nf2022,0,0,0,1,0,0,0,0,0,0,0,0,One year
Netherlands Commission for Environmental Assessment,ncea,0,0,0,2,0,0,0,0,0,0,0,0,One year
Netherlands Organisation for Scientific Research (NWO),nwo,0,3,0,0,0,0,0,0,0,0,0,0,One year
Oxfam-Magasins du monde (omdm),omdm,5,0,0,0,0,0,0,0,0,0,0,0,One year
PAX,pax,0,17,0,0,0,2,0,0,0,0,0,0,One year
PRO-FEMMES TWESE HAMWE,profemmes,0,1,0,0,0,0,0,0,0,0,0,0,One year
Palladium Europe,palladium_eur,0,44,0,0,67,0,0,0,0,0,0,0,One year
Pathfinder International,pathfinder1,0,2,0,0,0,0,0,0,0,0,0,0,One year
Pegasys Limited,pegasys-eu,7,2,0,0,0,0,0,0,0,0,0,0,One year
Publish What You Fund,pwyf,42,41,99,60,27,0,0,0,0,0,0,0,One year
Quinoa,quinoa,3,0,0,0,0,0,0,0,0,0,0,0,One year
RCN Justice & Démocratie,rcn,8,0,0,0,0,0,0,0,0,0,0,0,One year
Radio La Benevolencija,rlb,0,0,1,1,0,0,0,0,0,0,0,0,One year
Rode Kruis-Vlaanderen Internationaal vzw,rkiv,9,0,0,0,0,0,0,0,0,0,0,0,One year
Royal Tropical Institute,kit,1,21,0,0,20,0,0,0,0,0,0,0,One year
SCI Projets Internationaux ASBL_Service Civil International branche belge,scibelgium,3,0,0,0,0,0,0,0,0,0,0,0,One year
SOS FAIM - SOS HUNGER,sosfaim,11,0,0,0,0,0,0,0,0,0,0,0,One year
SPARK,spark,0,0,0,0,2,0,0,0,0,0,0,0,One year
Samir Kassir Foundation,skf,0,0,0,1,0,0,0,0,0,0,0,0,One year
Search for Common Ground (SFCG),sfcg,4,0,0,0,0,0,0,0,0,0,0,0,One year
Secrétariat de Concertation des Organisations Non Gouvernementales Maliennes,seco-ong-mali,0,0,2,0,0,0,0,0,0,0,0,0,One year
Send a Cow,sendacow,1,1,0,0,0,0,0,0,0,0,0,0,One year
Sense International,sense_international,10,7,1,0,0,0,0,0,0,0,0,0,One year
Sensorial Handicap Cooperation,shc,2,0,2,0,0,0,0,0,0,0,0,0,One year
Sexual Reproductive Health and Rights Africa Trust,srhr_africa_trust,8,0,0,0,0,0,0,0,0,0,0,0,One year
Shortlist Professionals Limited,shortlistogti,0,1,0,1,0,0,0,0,0,0,0,0,One year
Sightsavers,ss-org,0,513,0,0,11,0,0,0,0,0,0,0,One year
Sisonke National Sex Workers Movement,sisonke,1,0,0,0,0,0,0,0,0,0,0,0,One year
Solidagro,solidagro_admin,8,0,0,0,0,0,0,0,0,0,0,0,One year
Solsoc,solsoc,7,0,0,0,0,0,0,0,0,0,0,0,One year
South African Network of People who Use Drugs,sanpud,0,4,0,0,0,0,0,0,0,0,0,0,One year
SouthSouthNorth,ssn,0,0,1,0,0,0,0,0,0,0,0,0,One year
Stichting Agriterra,agriterra,0,1,0,0,0,0,0,0,0,0,0,0,One year
Stichting Health Action International,hai,0,2,0,1,0,0,0,0,0,0,0,0,One year
Stichting Liliane Fonds,slf,1,0,0,1,0,0,0,0,0,0,0,0,One year
Stichting VSO Nederland,vso_nl,1,1,0,0,0,0,0,0,0,0,0,0,One year
Street Child,street_child,0,1,0,0,0,0,0,0,0,0,0,0,One year
Syria Justice and Accountability Centre (SJAC),sjac,1,0,0,0,0,0,0,0,0,0,0,0,One year
TAG International Development Limited,taginternational,0,0,0,1,0,0,0,0,0,0,0,0,One year
Tearfund,tearfund,2,3,0,0,0,2,0,0,0,0,0,0,One year
TechnoServe,tns,0,1,0,0,0,0,0,0,0,0,0,0,One year
The AGRI3 Fund,agri3_fund,1,0,0,0,0,0,0,0,0,0,0,0,One year
The International Institute for Sustainable Development,iisd,0,1,2,0,0,0,0,0,0,0,0,0,One year
The Palestinian Initiative for the Promotion of Global Dialogue and Democracy-MIFTAH,miftah,0,1,1,0,0,0,0,0,0,0,0,0,One year
The University of Aberdeen,uoa,1,3,2,1,0,0,0,0,0,0,0,0,One year
The University of Manchester,uom,0,5,0,0,0,0,0,0,0,0,0,0,One year
Trias,trias,16,0,0,0,0,0,0,0,0,0,0,0,One year
Twitezimbere,twz1,0,1,0,0,0,0,0,0,0,0,0,0,One year
Twynstra Gudde,twynstragudde,1,0,0,0,0,0,0,0,0,0,0,0,One year
ULB-Coopération,ulbcoop,10,0,0,0,0,0,0,0,0,0,0,0,One year
UN Trade and Development,unctad,1,0,0,0,0,0,0,0,0,0,0,0,One year
Unicef Belgium National Committee,ub,3,0,0,0,0,0,0,0,0,0,0,0,One year
Unilever,ul,5,12,0,0,0,0,0,0,0,0,0,0,One year
United Nations Joint Programme on HIV and AIDS Secretariat (UNAIDS),unaids,0,0,395,0,0,0,0,0,0,0,0,0,One year
United States African Development Foundation,usadf,102,128,117,110,130,0,0,0,0,0,0,0,One year
United States Department of Defense,dod,4,0,0,0,0,0,0,0,0,0,0,0,One year
United States Department of Energy,doe,0,86,56,1,85,0,0,0,0,0,0,0,One year
United States Department of Labor,dol,0,78,0,0,0,0,0,0,0,0,0,0,One year
United States Department of State,state,302,835,293,327,673,8,0,0,0,0,0,0,One year
United States Department of the Treasury,treasury,0,0,3,2,0,0,0,0,0,0,0,0,One year
United States Environmental Protection Agency,epa,2,3,0,0,0,0,0,0,0,0,0,0,One year
United States Trade and Development Agency,ustda,48,51,48,36,8,0,0,0,0,0,0,0,One year
University of Birmingham,universityofbirmingham,0,2,0,0,0,1,0,0,0,0,0,0,One year
University of Leeds,leedsuni,0,0,0,2,6,0,0,0,0,0,0,0,One year
University of Leicester,leics,0,23,0,0,29,0,0,0,0,0,0,0,One year
VEI B.V.,vei_nl,0,1,0,0,0,0,0,0,0,0,0,0,One year
VIA Don Bosco,via-db,15,0,0,0,0,0,0,0,0,0,0,0,One year
VVOB Education for Development,vvob,12,0,0,0,0,0,0,0,0,0,0,0,One year
VVSG - Vereniging van Vlaamse Steden en Gemeenten,vvsg,8,0,0,0,0,0,0,0,0,0,0,0,One year
Viva Salud,g3w-m3m_admin,6,0,0,0,0,0,0,0,0,0,0,0,One year
WAPA International ASBL,wapa,1,0,0,0,2,0,0,0,0,0,0,0,One year
WSP USA Solutions Inc.,lbg,6,2,0,0,0,0,0,0,0,0,0,0,One year
WYG International B.V.,wygi,0,13,0,0,15,0,0,0,0,0,0,0,One year
Wageningen University & Research - Stichting Wageningen Research,wageningen_ur,2,3,0,0,0,0,0,0,0,0,0,0,One year
Wayamo Foundation,wayamo,0,0,0,0,1,0,0,0,0,0,0,0,One year
We World - GVC Onlus,ww-gvc,0,0,0,1,0,0,0,0,0,0,0,0,One year
Wemos Foundation,wemos,4,3,0,1,0,0,0,0,0,0,0,0,One year
Wereldsolidariteit-Solidarité Mondiale (WSM),wsm,7,0,0,0,0,0,0,0,0,0,0,0,One year
West Africa Blue,blue,1,0,0,1,0,0,0,0,0,0,0,0,One year
Womankind Worldwide,womankindworld,2,0,5,0,0,4,0,0,0,0,0,0,One year
Women Unlimited Eswatini,wu,0,0,1,0,0,1,0,0,0,0,0,0,One year
World Bank Trust Funds,wbtf,849,835,825,929,1001,748,0,0,0,0,0,0,One year
World Vision Central African Republic,wv_cf,0,0,0,0,0,1,0,0,0,0,0,0,One year
World Wide Fund for Nature - Pakistan,wwfpakistan,1,0,0,0,2,0,0,0,0,0,0,0,One year
World Wide Fund for Nature Belgium (WWF-BE),wwf-be,7,0,0,0,0,0,0,0,0,0,0,0,One year
convention de la société civile ivoirienne,csci_benkadi,0,0,1,0,0,0,0,0,0,0,0,0,One year
partos,partos_nl,1,0,0,0,0,0,0,0,0,0,0,0,One year
3F International,3fi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
50 Eight Limited,fifty_eight,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
60 Decibels,60db,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ABAAD - Resource Center for Gender Equality,arcfge,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ACCORD,accord_2024,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ACODEV,acodev,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ACT Alliance,act_alliance,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ACTED,acted,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ACTION AGAINST HUNGER SPAIN,acfspain,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ACTIONAID INTERNATIONAL KENYA,aaik,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ADRA-UK,adrauk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ADS-Nyanza,ads-nyanza,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
AECOM,aecom,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
AFELT,afelt,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
AFEW International,afewinternational,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
AIDS and Rights Alliance for Southern Africa,arasaregional,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
AIDSPAN,aidspan,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ANDA,anda,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
APPRO-Europe,appro-eu,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
APT Action on Poverty,apt,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ARK (Absolute Return for Kids),ark,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ARK Group DMCC,arkgroupdmcc1,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ARQ International,arq_intl,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
AUXFIN Burundi,auxfinbi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
AVSI South Sudan,avsi-ssd,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
AVT-L Association of Victims of Terrorism Lebanon,avt-l,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
AWEPA,awepa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Aapasi Sahayog Kendra Syangja Nepal (ASK Nepal),ask,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Aasaman Nepal,aasaman,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Abaseen Foundation UK,abaseen,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Able Child Africa,ablechildafrica,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Abt Associates Inc,abt,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Abt Britain Limited,abtbritain,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Acacia Water,aw,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Academy for Health Development (AHEAD),ahead,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Accelerator Nepal,acceleratornepal,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Access to Medicine Foundation,atmf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Access to Seeds Foundation,atsf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Accountability Lab,alab,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Accountable Now,accountablenow,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Aceli Africa, Inc.",aceliafrica,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Acid Survivors Foundation,_admin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Across,across,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Action Against Hunger USA,aahusa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Action Aid Cambodia,aac,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Action Canada for Sexual Health and Rights,acfshr,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ActionAid Bangladesh,aab,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ActionAid Ghana,aag,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ActionAid International,aai,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ActionAid International Nepal,aain,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ActionAid Rwanda,aar,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Adaptation Fund,af,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Adventist Development and Relief Agency (ADRA Somalia),adrasom,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Adventist Development and Relief Agency, Nepal",adra_nepal,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Aeras,aeras,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Afghanaid,afghanaid,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Afghanistan Public Policy Research Organization (APPRO),appro-af,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Afghanistan and Central Asian Association,acaa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
AfriKids,afrikids,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Africa Educational Trust,aet,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Africa Philanthropy Network,apn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
African Academy of Sciences,aas,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
African Center for Economic Transformation (ACET),acet,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
African Centre for Global Health and Social Transformation,achest,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
African Centre for Trade and Development,actade,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
African Disability Forum (ADF),et-adf-0317,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
African Initiatives,ai_1064413,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
African Institute For Development Policy,afidep,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
African Parks Network,african_parks,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
African Population and Health Research Center,aphrc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
African Revival,africanrevival,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
African Security Sector Network,assn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
African Tax Administration Forum,ataf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
African Women's Development and Communication Network,femnet,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Afrikagrupperna Sweden,afrikagrupperna,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
AgDevCo,agdevco,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
AgResults Initiative,agresults,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Aga Khan Foundation (United Kingdom),akfuk73,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Aga Khan Foundation Afghanistan,akf_afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Agence Nationale d'Approvisionnement en Eau Potable en Milieu Rural du Benin,anaepmr_benin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Agency for Cooperation and Research in Development (ACORD),acord,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Agroicone,agroicone,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Agulhas Applied Knowledge,aak,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Agência de Desenvolvimento do Vale do Zambeze,agencia_do_zambeze,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
AidData,aiddata,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Air Charter Service Group Ltd,acs_group,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ajuda de Desenvolvimento de Povo para Povo (ADPP),adpp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Akili Dada,ad,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Aktis Strategy Ltd,aktis,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Akvo Foundation,akvo,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Al Majmoua,al_majmoua,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Alcis Holdings Limited,alcis,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Alfalit,alfalit,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
All We Can (formerly Methodist Relief and Development Fund),allwecan,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Allergy and Asthma Institute Pakistan,aaip,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
