Publisher Name,Publisher Registry Id,Core Average (with valid data),Financials Average (with valid data),Value Added Average (with valid data),Weighted Average (with valid data),Core Average (with any data),Financials Average (with any data),Value Added Average (with any data),Weighted Average (with any data)
Conciliation Resources Australia,cra,90.0,25.0,33.333333333333336,59.583333333333336,100.0,25.0,33.333333333333336,64.58333333333333
Concordis International,concordis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONEXIÓN,conexionla,100.0,70.0,20.0,72.5,100.0,70.0,20.0,72.5
Confederation of Danish Industry,di,100.0,62.5,11.11111111111111,68.40277777777777,100.0,62.5,11.11111111111111,68.40277777777777
Conflict Dynamics International,cdi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Conflict, Stability and Security Fund",cssf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Congodorpen vzw,congodorpen,100.0,100.0,48.148148148148145,87.03703703703704,100.0,100.0,48.148148148148145,87.03703703703704
Conseil et Appui pour l'Education à la Base Mali,caeb_mali,100.0,50.0,88.88888888888889,84.72222222222223,100.0,50.0,88.88888888888889,84.72222222222223
Conservation International Foundation,c_i_f,90.0,50.0,33.333333333333336,65.83333333333333,100.0,50.0,33.333333333333336,70.83333333333333
Consortium for Street Children,csc,80.0,0.0,11.11111111111111,42.77777777777778,90.0,0.0,11.11111111111111,47.77777777777778
Consortium of Reproductive Health Associations (CORHA),corha,100.0,25.0,33.333333333333336,64.58333333333333,100.0,25.0,33.333333333333336,64.58333333333333
Construction Sector Transparency Initiative (CoST),cost_uk,99.73684210526315,30.921052631578945,21.296296296296294,62.92275828460039,100.0,30.921052631578945,21.296296296296294,63.054337231968816
convention de la société civile ivoirienne,csci_benkadi,100.0,100.0,55.55555555555556,88.88888888888889,100.0,100.0,55.55555555555556,88.88888888888889
Coopération par l'Education et la Culture,cec,100.0,100.0,37.03703703703704,84.25925925925927,100.0,100.0,37.03703703703704,84.25925925925927
Cord,cord,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cordaid,cordaid,97.10843373493975,63.346769430663834,46.52897303499713,76.02315248388511,97.59036144578315,63.346769430663834,46.52897303499713,76.26411633930681
Corporación de Apoyo a Comunidades Populares,codacop,100.0,100.0,55.55555555555556,88.88888888888889,100.0,100.0,55.55555555555556,88.88888888888889
Corus International,corus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cowater International Inc,cowater,95.0,56.25,14.814814814814813,65.26620370370371,100.0,56.25,14.814814814814813,67.76620370370371
Cowater UK Limited,cowateruk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COWI,cowi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coöperatief Climate Fund Managers U.A.,cfm,93.33333333333333,22.61904761904762,24.805477746654212,58.522798008092124,100.0,22.61904761904762,24.805477746654212,61.85613134142546
CRANE,crane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CREA,creausa-org,99.0,59.21875,48.433433433433436,76.41304585835836,100.0,59.21875,48.433433433433436,76.91304585835836
Croix-Rouge de Belgique Communauté francophone - Activités internationales ASBL,crb-ai_admin,100.0,100.0,43.56261022927689,85.89065255731923,100.0,100.0,43.56261022927689,85.89065255731923
Cross-Government Prosperity Fund,prosperityfund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crown Agents Limited,cal,100.0,100.0,44.44444444444444,86.11111111111111,100.0,100.0,44.44444444444444,86.11111111111111
CUAMM Trustees,cuammtrustees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyan International,cyan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D. Capital Partners,dcapitalpartners,100.0,26.923076923076923,44.44444444444444,67.84188034188034,100.0,26.923076923076923,44.44444444444444,67.84188034188034
DAI Global Health,healthpartners-international,90.0,0.0,11.11111111111111,47.77777777777778,100.0,0.0,11.11111111111111,52.77777777777778
DAI Global UK,dai-e,100.0,63.888888888888886,32.098765432098766,73.99691358024693,100.0,63.888888888888886,32.098765432098766,73.99691358024693
Dalberg Catalyst,dalbergcatalyst,100.0,50.0,22.22222222222222,68.05555555555556,100.0,50.0,33.333333333333336,70.83333333333333
Damiaanactie / Action Damien,damien-foundation,100.0,75.0,62.96296296296296,84.49074074074073,100.0,75.0,62.96296296296296,84.49074074074073
dance4life,dance4life,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DanChurchAid,dca,100.0,49.609375,27.205592197981847,69.20374179949546,100.0,49.609375,27.205592197981847,69.20374179949546
Danish Family Planning Association,dfpa,100.0,50.0,24.591503267973856,68.64787581699346,100.0,50.0,24.591503267973856,68.64787581699346
Danish Red Cross,danishrc,100.0,69.79166666666667,24.786324786324787,73.64449786324786,100.0,69.79166666666667,25.249287749287745,73.76023860398861
Danish Refugee Council,drc,100.0,31.249999999999996,39.690003483106935,67.73500087077673,100.0,31.249999999999996,39.690003483106935,67.73500087077673
Danish Trade Union Development Agency (Ulandssekretariatet),loftf,99.25925925925927,52.77777777777778,8.143816330950834,64.86002815681178,100.0,52.77777777777778,8.143816330950834,65.23039852718215
Danmission,danmission,82.22222222222223,50.0,26.234567901234566,60.16975308641975,98.88888888888889,50.0,32.407407407407405,70.04629629629629
Data4Development,d4d,100.0,75.0,44.44444444444444,79.86111111111111,100.0,75.0,44.44444444444444,79.86111111111111
DataDrivenFinance Kenya Ltd,ddfkenya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Gordon Memorial Hospital,dgmh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dawuro Development Association,dawuro_da,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCAF - Geneva Centre for Security Sector Governance,dcaf,95.0,75.0,38.888888888888886,75.97222222222223,95.0,75.0,38.888888888888886,75.97222222222223
DeafKidz International,dki1151219,90.0,75.0,33.333333333333336,72.08333333333333,100.0,75.0,33.333333333333336,77.08333333333333
DECP,decp,90.3225806451613,75.0,50.281618023553506,76.48169482846902,100.0,75.0,50.281618023553506,81.32040450588838
DeepRoot Consulting,dr,100.0,50.0,22.22222222222222,68.05555555555556,100.0,50.0,22.22222222222222,68.05555555555556
Defence for Children International Netherlands - ECPAT Netherlands,dciecpatnl,99.41176470588235,26.470588235294116,38.08674985145573,65.84521687462863,100.0,26.470588235294116,38.08674985145573,66.13933452168746
DefendDefenders,defenddefenders,92.5,81.25,20.833333333333332,71.77083333333333,100.0,81.25,20.833333333333332,75.52083333333333
Delivery Associates Ltd,delivery_associates,100.0,25.0,11.11111111111111,59.02777777777778,100.0,25.0,11.11111111111111,59.02777777777778
Deloitte Touche Tohmatsu India LLP,dttillp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Democracy Reporting International gGmbH,dri,100.0,75.0,55.55555555555556,82.63888888888889,100.0,75.0,55.55555555555556,82.63888888888889
Democratic Governance Facility,dgf,100.0,100.0,22.22222222222222,80.55555555555556,100.0,100.0,22.22222222222222,80.55555555555556
"Denmark - Ministry of Foreign Affairs, Danida",danida,98.81089183112665,83.45894113139386,34.66374196309462,78.93611668918544,99.1681239070697,83.45894113139386,34.66374196309462,79.11473272715696
Department for International Trade,dit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Desmond Tutu HIV Foundation,dthfxx12,91.81818181818183,67.72727272727272,22.22222222222222,68.39646464646465,100.0,67.72727272727272,33.333333333333336,75.26515151515152
Development Aid from People to People (DAPP) Malawi,dapp,97.5,50.0,40.74074074074073,71.43518518518519,100.0,56.25,40.74074074074073,74.24768518518519
Development Expertise Center,dec_ethiopia,100.0,75.0,44.44444444444444,79.86111111111111,100.0,75.0,44.44444444444444,79.86111111111111
Development Initiatives Poverty Research,dipr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Development Media International,dmi_admin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Development Organisation of the Rural Poor,dorp-org,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Developments In Literacy Trust UK,diltuk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devidayal Solar Solutions Private Limited,ddsolar,90.0,50.0,0.0,57.5,100.0,50.0,11.11111111111111,65.27777777777777
Diakonia (Sweden),diakonia-sweden,100.0,25.0,22.22222222222222,61.80555555555556,100.0,25.0,22.22222222222222,61.80555555555556
Digital Campus,dc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Direcção Provincial de Saúde de Nampula,dps-nampula,100.0,50.0,33.333333333333336,70.83333333333333,100.0,50.0,33.333333333333336,70.83333333333333
Disability and Development Partners,ddp,93.33333333333333,58.33333333333333,14.814814814814813,64.95370370370371,100.0,58.33333333333333,14.814814814814813,68.28703703703704
Disability Rights Advocacy Fund,draf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disability Rights Fund,drf,90.0,25.0,44.44444444444444,62.361111111111114,100.0,25.0,44.44444444444444,67.36111111111111
Disabled People's Organisations Denmark,dpod,98.75,68.75,14.0491452991453,70.07478632478633,98.75,68.75,14.0491452991453,70.07478632478633
Disasters Emergency Committee,dec-uk,100.0,65.0,45.55555555555556,77.63888888888889,100.0,65.0,45.55555555555556,77.63888888888889
"Discovery Learning Alliance, Inc.",dla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DiXi Group NGO,dixigroup,100.0,25.0,33.333333333333336,64.58333333333333,100.0,25.0,44.44444444444444,67.36111111111111
Djapo,djapo,90.0,25.0,33.333333333333336,59.583333333333336,100.0,25.0,33.333333333333336,64.58333333333333
DKT - (Pakistan),dkt,90.0,0.0,22.22222222222222,50.55555555555556,100.0,0.0,22.22222222222222,55.55555555555556
DKT Ethiopia,dkt_ethiopia,100.0,66.66666666666666,22.22222222222222,72.22222222222221,100.0,66.66666666666666,22.22222222222222,72.22222222222221
DKT International,dkti,100.0,75.0,55.55555555555556,82.63888888888889,100.0,75.0,55.55555555555556,82.63888888888889
DKT RD Congo,dkt_drc,100.0,25.0,77.77777777777777,75.69444444444444,100.0,25.0,77.77777777777777,75.69444444444444
DNH Mali (Direction Nationale de l’Hydraulique du Mali),pca-gire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Doctors of the World (NL)/ Dokters van de Wereld,mdmnl,98.0,25.0,11.11111111111111,58.02777777777778,100.0,25.0,11.11111111111111,59.02777777777778
Doctors of the World UK,dotw_uk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Doctors with Africa CUAMM,cuamm,88.57142857142857,0.0,22.22222222222222,49.84126984126984,98.57142857142857,0.0,22.22222222222222,54.84126984126984
Dorcas Aid International,dai,98.0,63.57142857142857,52.77777777777778,78.08730158730158,100.0,63.57142857142857,52.77777777777778,79.08730158730158
Down syndrome Foundation Nigeria,dsfn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drugs for Neglected Diseases initiative (DNDi),dndi_transparency,100.0,75.0,38.888888888888886,78.47222222222223,100.0,75.0,38.888888888888886,78.47222222222223
DUF - The Danish Youth Council,duf,99.86111111111111,69.49152542372882,16.588419405320813,71.45054176281796,100.0,69.49152542372882,16.588419405320813,71.5199862072624
Dushtha Shasthya Kendra,dsk,100.0,100.0,11.11111111111111,77.77777777777777,100.0,100.0,11.11111111111111,77.77777777777777
Dynamo International asbl,dynamo_international,98.57142857142858,100.0,45.63492063492063,85.69444444444446,100.0,100.0,45.63492063492063,86.40873015873015
Défi Belgique Afrique,dba,100.0,75.0,38.888888888888886,78.47222222222223,100.0,100.0,38.888888888888886,84.72222222222223
Dóchas - Irish Association of Non Governmental Development Organisations,dochas,89.54545454545455,50.0,32.82828282828282,65.47979797979798,100.0,50.0,32.82828282828282,70.7070707070707
"E3 - Ecología, Economía y Etíca",grupoe3,90.0,50.0,22.22222222222222,63.05555555555556,100.0,50.0,22.22222222222222,68.05555555555556
EABX,eabx,100.0,50.0,11.11111111111111,65.27777777777777,100.0,50.0,11.11111111111111,65.27777777777777
Earthworm Foundation,ewf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
East African Playgrounds,eap,100.0,50.0,44.44444444444444,73.61111111111111,100.0,50.0,44.44444444444444,73.61111111111111
ECDPM,ecdpm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Echos Communication,ec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eclosio,eclosio,100.0,100.0,41.97530864197531,85.49382716049382,100.0,100.0,41.97530864197531,85.49382716049382
Economic and Social Fund for Development,esfd,100.0,50.0,22.22222222222222,68.05555555555556,100.0,50.0,22.22222222222222,68.05555555555556
Economic and Social Research Foundation (ESRF),esrf,100.0,50.0,33.333333333333336,70.83333333333333,100.0,50.0,33.333333333333336,70.83333333333333
Ecorys Nederland B.V.,ecorysnl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ecorys UK,ecuk,100.0,37.5,50.0,71.875,100.0,37.5,50.0,71.875
Ecovega Enterprises,ecovega,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Educate!,educate,100.0,50.0,22.22222222222222,68.05555555555556,100.0,50.0,22.22222222222222,68.05555555555556
Education Cannot Wait,ecw,100.0,50.0,11.11111111111111,65.27777777777777,100.0,50.0,11.11111111111111,65.27777777777777
"Education Development Center, Inc.",edc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Education Development Trust,eddevtrust,95.0,81.25,27.77777777777778,74.75694444444444,100.0,81.25,27.77777777777778,77.25694444444444
Edukans Foundation,edukans_foundation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELEVATE Hong Kong Holdings Limited,elevatelimited,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elrha,elrha,100.0,75.0,33.333333333333336,77.08333333333333,100.0,75.0,33.333333333333336,77.08333333333333
Elton John AIDS Foundation,ejaf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emissa,emissa,95.71428571428571,0.0,26.984126984126984,54.6031746031746,100.0,0.0,26.984126984126984,56.74603174603175
Emmanuel International UK,eiuk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMMS International,emms,99.56521739130434,53.754940711462446,47.34299516908212,75.05709266578832,100.0,53.754940711462446,47.34299516908212,75.27448397013615
Energy 4 Impact,e4i,90.0,50.0,0.0,57.5,95.0,50.0,0.0,60.0
Energy Saving Trust,energy_saving_trust,100.0,75.0,22.22222222222222,74.30555555555556,100.0,75.0,22.22222222222222,74.30555555555556
Enfance Tiers Monde Kinderen Derde Wereld,etmkdw,100.0,100.0,38.888888888888886,84.72222222222223,100.0,100.0,42.59259259259259,85.64814814814815
EngenderHealth,ehorg,95.0,62.5,44.44444444444444,74.23611111111111,100.0,62.5,44.44444444444444,76.73611111111111
EngenderHealth Ethiopia,engenderhealth_eth,100.0,62.5,38.888888888888886,75.34722222222223,100.0,62.5,38.888888888888886,75.34722222222223
Engineers Without Borders Canada,ewb_canada,67.5,37.5,24.074074074074073,49.14351851851852,80.0,37.5,24.074074074074073,55.39351851851852
Enhanced Integrated Framework,eif,90.0,37.5,16.666666666666668,58.541666666666664,100.0,37.5,16.666666666666668,63.541666666666664
Enroot,nroot,100.0,25.0,33.333333333333336,64.58333333333333,100.0,25.0,33.333333333333336,64.58333333333333
"Entiqal for Training ""Partners for Good""",pfg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Entraide et Fraternité,ef_,100.0,80.0,42.46031746031746,80.61507936507937,100.0,80.0,42.46031746031746,80.61507936507937
Environmental Centre for Oil Spills and Gas Flaring (NACGOND),nacgond-,90.0,20.833333333333336,42.592592592592595,60.85648148148148,100.0,20.833333333333336,42.592592592592595,65.85648148148148
Equality Fund,ef,90.0,25.0,8.604938271604938,53.401234567901234,100.0,25.0,8.604938271604938,58.401234567901234
Equality Now,e_n,100.0,80.0,47.77777777777778,81.94444444444444,100.0,80.0,47.77777777777778,81.94444444444444
Equatorial Power Limited,ep,90.0,50.0,0.0,57.5,100.0,50.0,0.0,62.5
equileap,equileap,100.0,75.0,66.66666666666667,85.41666666666667,100.0,75.0,66.66666666666667,85.41666666666667
Ethical Trading Initiative,eti,100.0,87.5,44.44444444444444,82.98611111111111,100.0,87.5,44.44444444444444,82.98611111111111
Ethiopiaid Ireland,ethiopiaidireland,100.0,50.0,22.22222222222222,68.05555555555556,100.0,50.0,22.22222222222222,68.05555555555556
Ethiopiaid UK,ethiopiaiduk,91.57894736842105,50.0,19.883040935672515,63.260233918128655,99.47368421052632,50.0,19.883040935672515,67.20760233918129
Ethiopian Horticulture Producer Exporters Association (EHPEA),ehpea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethiopian Public Health Association,epha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethiopian Women Lawyers Association,ewla,100.0,100.0,33.333333333333336,83.33333333333333,100.0,100.0,33.333333333333336,83.33333333333333
Ethiopian Women with Disabilities National Assocation,ewdna2025,100.0,75.0,66.66666666666667,85.41666666666667,100.0,75.0,66.66666666666667,85.41666666666667
Eurasia Partnership Foundation,epf,90.0,50.0,22.22222222222222,63.05555555555556,100.0,50.0,22.22222222222222,68.05555555555556
European Bank for Reconstruction and Development,ebrd,100.0,64.40744239835189,54.85405148326496,79.81537347040423,100.0,64.40744239835189,65.26365852208548,82.41777523010936
European Commission - Humanitarian Aid & Civil Protection,ec-echo,100.0,99.95173745173744,77.88387454724368,94.45890299974529,100.0,99.95173745173744,77.88387454724368,94.45890299974529
European Commission - International Partnerships,ec-intpa,99.98622905669039,94.93570304498314,79.48312531338757,93.59782161793787,99.99196694973605,94.93570304498314,79.48312531338757,93.6006905644607
European Commission - Neighbourhood and Enlargement Negotiations,ec-near,99.9531416400426,93.4493814640096,73.28836824044491,91.66100824613494,99.97231096911608,93.4493814640096,73.28836824044491,91.67059291067167
European Commission - Service for Foreign Policy Instruments,ec-fpi,99.9869109947644,69.95535611947825,76.32670656886879,86.56397116946897,99.9869109947644,69.95535611947825,76.34124990801945,86.56760700425663
European Forest Institute,efi,100.0,50.0,11.11111111111111,65.27777777777777,100.0,50.0,11.11111111111111,65.27777777777777
European Institute of Peace,eip,88.57142857142857,3.571428571428571,14.285714285714285,48.75,98.57142857142857,3.571428571428571,14.285714285714285,53.75
European Investment Bank,eib,96.04920405209842,51.45797598627787,24.26516572858036,66.95538745476377,96.0781476121563,51.45797598627787,24.26516572858036,66.96985923479271
European Journalism Centre,ejc,100.0,92.5,38.888888888888886,82.84722222222223,100.0,92.5,38.888888888888886,82.84722222222223
Eve Organization for Women Development,eveowd,100.0,100.0,33.333333333333336,83.33333333333333,100.0,100.0,33.333333333333336,83.33333333333333
EveryChild,evc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Excellent Development,excellent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exeter Ethiopia Link,eel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fair Wear Foundation,fwf,91.0,77.5,37.14285714285714,74.16071428571428,100.0,77.5,37.14285714285714,78.66071428571428
FairChain Foundation,fc-f,100.0,25.0,22.22222222222222,61.80555555555556,100.0,25.0,22.22222222222222,61.80555555555556
Fairfood International,fairfood,100.0,100.0,53.70370370370371,88.42592592592592,100.0,100.0,53.70370370370371,88.42592592592592
Fairtrade Belgium,fairtrade_be,100.0,100.0,27.77777777777778,81.94444444444444,100.0,100.0,33.333333333333336,83.33333333333333
Fairtrade Labelling Organizations International e.V.,fairtrade_international,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faith to Action Network,f2a,96.0,82.5,40.55555555555556,78.76388888888889,100.0,82.5,40.55555555555556,80.76388888888889
Family Aids Caring Trust,fact,100.0,75.0,55.55555555555556,82.63888888888889,100.0,75.0,55.55555555555556,82.63888888888889
Family Counseling and Development Foundation,fcdf,100.0,75.0,66.66666666666667,85.41666666666667,100.0,75.0,66.66666666666667,85.41666666666667
Family Guidance Association of Ethiopia,fgae_ethiopia,100.0,75.0,27.77777777777778,75.69444444444444,100.0,75.0,27.77777777777778,75.69444444444444
Family Life Education Program,flepuganda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Africa,fa,90.0,0.0,33.333333333333336,53.333333333333336,100.0,75.0,44.44444444444444,79.86111111111111
Farm Concern International,fci,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fauna & Flora International,ffi_publisher,100.0,75.0,33.333333333333336,77.08333333333333,100.0,75.0,33.333333333333336,77.08333333333333
Federation of Women Lawyers Kenya,fida,100.0,100.0,77.77777777777777,94.44444444444444,100.0,100.0,77.77777777777777,94.44444444444444
fedesarrollo,fedesarrollo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feed the Minds,ftm-291333,100.0,75.0,55.55555555555556,82.63888888888889,100.0,75.0,55.55555555555556,82.63888888888889
Female,female,100.0,50.0,33.333333333333336,70.83333333333333,100.0,50.0,33.333333333333336,70.83333333333333
FHI360,fhi360,98.33333333333334,33.33333333333333,22.22222222222222,63.05555555555556,100.0,33.33333333333333,22.22222222222222,63.888888888888886
Fiabel,fiabel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIAN Belgium,fian-belgium,100.0,100.0,33.333333333333336,83.33333333333333,100.0,100.0,33.333333333333336,83.33333333333333
"Field Ready, USA",field_ready,100.0,75.0,44.44444444444444,79.86111111111111,100.0,75.0,44.44444444444444,79.86111111111111
Fiftyfifty,fiftyfifty-lb,100.0,0.0,22.22222222222222,55.55555555555556,100.0,0.0,22.22222222222222,55.55555555555556
Fight for Humanity,ffh,100.0,25.0,11.11111111111111,59.02777777777778,100.0,25.0,11.11111111111111,59.02777777777778
Fight Hunger Foundation,fhf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financial Sector Deepening Trust (Kenya),fsdk,90.0,31.25,13.88888888888889,56.28472222222222,100.0,31.25,13.88888888888889,61.28472222222222
Financial Sector Deepening Uganda,fsduganda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIND,finddiagnostics,100.0,66.66666666666666,11.11111111111111,69.44444444444443,100.0,66.66666666666666,11.11111111111111,69.44444444444443
Find Your Feet,fyf,100.0,66.66666666666666,51.85185185185185,79.62962962962962,100.0,75.0,51.85185185185185,81.71296296296296
Finland - Ministry for Foreign Affairs,finland_mfa,86.29283489096574,68.9582343312741,26.91213310570193,67.11400930472688,95.57632398753894,68.9582343312741,26.91213310570193,71.75575385301347
Finn Church Aid (Kirkon Ulkomaanapu sr),fca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FMDQ Group PLC,fmdqgroupplc_2013,100.0,50.0,11.11111111111111,65.27777777777777,100.0,50.0,11.11111111111111,65.27777777777777
FMO,fmo,100.0,50.0,39.513477975016436,72.37836949375411,100.0,50.0,39.513477975016436,72.37836949375411
FONCABA ASBL KBA VZW,foncaba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fondation Hirondelle,fh_ch,90.0,25.0,44.44444444444444,62.361111111111114,100.0,25.0,44.44444444444444,67.36111111111111
Fondo Centroamericano de Mujeres,fcam,100.0,100.0,37.03703703703704,84.25925925925927,100.0,100.0,37.03703703703704,84.25925925925927
Fonds voor Ontwikkelingssamenwerking - Socialistische Solidariteit VZW,fos,98.0,100.0,40.0,84.0,100.0,100.0,40.0,85.0
Food and Agriculture Organization of the United Nations (FAO),fao,99.009009009009,74.48520795677194,40.25749670647116,78.19018067031529,99.009009009009,74.48520795677194,40.25749670647116,78.19018067031529
Food for the Hungry UK,fh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Forest Trends Association,forest-trends,80.0,25.0,22.22222222222222,51.80555555555556,100.0,25.0,22.22222222222222,61.80555555555556
Forests Monitor,fm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Forests of the World,fowdk,94.16666666666666,43.18181818181819,13.888888888888886,61.3510101010101,94.99999999999999,43.18181818181819,13.888888888888886,61.76767676767676
Forever Sabah,fs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Forschungsinstitut zur Zukunft der Arbeit GmbH (IZA),iza,90.0,46.2962962962963,11.11111111111111,59.351851851851855,100.0,46.2962962962963,11.11111111111111,64.35185185185185
Forum for Africa Women Educationalist Regional Secretariat,fawe-rs,96.66666666666667,91.66666666666667,49.53703703703704,83.63425925925927,100.0,91.66666666666667,49.53703703703704,85.30092592592592
forum for women in democracy,fowode,100.0,100.0,77.77777777777777,94.44444444444444,100.0,100.0,77.77777777777777,94.44444444444444
Forum Universitaire pour la Coopération Internationale au Développement -FUCID ASBL,fucid,100.0,100.0,37.03703703703704,84.25925925925927,100.0,100.0,37.03703703703704,84.25925925925927
Fosera Solarsystems GmbH & Co. KG aA,fosaa,100.0,50.0,11.11111111111111,65.27777777777777,100.0,50.0,11.11111111111111,65.27777777777777
Foundation for Social Improvement,the_fsi,100.0,75.0,22.22222222222222,74.30555555555556,100.0,75.0,22.22222222222222,74.30555555555556
France - Ministry for Europe and Foreign Affairs,france,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRANK Water,frankwater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Free a Girl,freeagirl,100.0,31.25,37.03703703703704,67.07175925925927,100.0,31.25,37.03703703703704,67.07175925925927
Free Press Unlimited,free_press_unlimited,100.0,49.99999999999999,48.148148148148145,74.53703703703704,100.0,49.99999999999999,48.148148148148145,74.53703703703704
Freedom Forum,ff,90.0,37.5,5.555555555555555,55.763888888888886,90.0,37.5,5.555555555555555,55.763888888888886
Friends of Kipkelion,kipkelion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Friends of Publish What You Fund,friendsofpwyf,95.0,25.0,22.22222222222222,59.30555555555556,100.0,25.0,22.22222222222222,61.80555555555556
"Friends of the Earth England, Wales and Northern Ireland",foe_ewni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Friends of the Earth International,foei,100.0,87.5,36.111111111111114,80.90277777777777,100.0,87.5,36.111111111111114,80.90277777777777
Friends of the Earth-Ghana,foe-ghana,90.0,50.0,55.55555555555556,71.38888888888889,100.0,50.0,55.55555555555556,76.38888888888889
Friendship,fb_2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frontclear,frontclear_ftap,100.0,25.0,11.11111111111111,59.02777777777778,100.0,25.0,11.11111111111111,59.02777777777778
Frontline AIDS,f-aids,96.42857142857143,82.14285714285714,49.382716049382715,81.09567901234568,99.28571428571429,82.14285714285714,49.382716049382715,82.52425044091711
Frères des Hommes,fdhommes,100.0,100.0,38.888888888888886,84.72222222222223,100.0,100.0,38.888888888888886,84.72222222222223
FSD Africa,fsdafrica,95.45454545454545,63.63636363636363,32.2973322973323,71.71069671069671,100.0,63.63636363636363,32.2973322973323,73.98342398342398
Fundacion Acceso,fundacion-acceso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fundacion Pacto Especializada en el Apoyo de Iniciativas Sociales,feadin,100.0,25.0,22.22222222222222,61.80555555555556,100.0,25.0,22.22222222222222,61.80555555555556
Fundación Avina,fundacionavina,90.0,93.75,13.88888888888889,71.90972222222223,100.0,93.75,13.88888888888889,76.90972222222223
Fundación de Antropología Forense de Guatemala,fafg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fundación Fondo Mujeres del Sur,fms,90.0,100.0,55.55555555555556,83.88888888888889,100.0,100.0,55.55555555555556,88.88888888888889
Fundación Gaia Amazonas,gaia,100.0,87.5,25.0,78.125,100.0,87.5,25.0,78.125
Fundación Oriéntame,orientame,90.0,75.0,11.11111111111111,66.52777777777777,100.0,75.0,11.11111111111111,71.52777777777777
