Publisher Name,Publisher Registry Id,Contacts (with valid data),Location Details (with valid data),Geographic Coordinates (with valid data),DAC Sectors (with valid data),Capital Spend (with valid data),Activity Documents (with valid data),Aid Type (with valid data),Recipient Language (with valid data),Result/ Indicator (with valid data),Average (with valid data),Contacts (with any data),Location Details (with any data),Geographic Coordinates (with any data),DAC Sectors (with any data),Capital Spend (with any data),Activity Documents (with any data),Aid Type (with any data),Recipient Language (with any data),Result/ Indicator (with any data),Average (with any data)
Danish Trade Union Development Agency (Ulandssekretariatet),loftf,0.0,0.0,0.0,0.0,0.0,3.7037037037037033,18.51851851851852,47.368421052631575,3.7037037037037033,8.143816330950834,0.0,0.0,0.0,0.0,0.0,3.7037037037037033,18.51851851851852,47.368421052631575,3.7037037037037033,8.143816330950834
Danmission,danmission,0.0,0.0,0.0,88.88888888888889,0.0,0.0,88.88888888888889,25.0,33.33333333333333,26.234567901234566,11.11111111111111,11.11111111111111,11.11111111111111,100.0,0.0,11.11111111111111,88.88888888888889,25.0,33.33333333333333,32.407407407407405
Data4Development,d4d,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,44.44444444444444,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,44.44444444444444
DataDrivenFinance Kenya Ltd,ddfkenya,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
David Gordon Memorial Hospital,dgmh,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Dawuro Development Association,dawuro_da,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
DCAF - Geneva Centre for Security Sector Governance,dcaf,75.0,0.0,0.0,75.0,0.0,100.0,50.0,-,50.0,38.888888888888886,75.0,0.0,0.0,75.0,0.0,100.0,50.0,-,50.0,38.888888888888886
DeafKidz International,dki1151219,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,33.333333333333336,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,33.333333333333336
DECP,decp,100.0,0.0,0.0,100.0,0.0,9.67741935483871,100.0,42.857142857142854,100.0,50.281618023553506,100.0,0.0,0.0,100.0,0.0,9.67741935483871,100.0,42.857142857142854,100.0,50.281618023553506
DeepRoot Consulting,dr,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,22.22222222222222
Defence for Children International Netherlands - ECPAT Netherlands,dciecpatnl,0.0,0.0,0.0,100.0,0.0,0.0,100.0,54.54545454545454,88.23529411764706,38.08674985145573,0.0,0.0,0.0,100.0,0.0,0.0,100.0,54.54545454545454,88.23529411764706,38.08674985145573
DefendDefenders,defenddefenders,0.0,0.0,0.0,100.0,0.0,0.0,12.5,50.0,25.0,20.833333333333332,0.0,0.0,0.0,100.0,0.0,0.0,12.5,50.0,25.0,20.833333333333332
Delivery Associates Ltd,delivery_associates,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111
Deloitte Touche Tohmatsu India LLP,dttillp,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Democracy Reporting International gGmbH,dri,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,100.0,55.55555555555556,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,100.0,55.55555555555556
Democratic Governance Facility,dgf,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222
"Denmark - Ministry of Foreign Affairs, Danida",danida,81.16412690482139,0.0,0.0,99.3005246065451,0.0,0.0,87.33449912565577,28.486293206197853,15.688233824631526,34.66374196309462,81.16412690482139,0.0,0.0,99.3005246065451,0.0,0.0,87.33449912565577,28.486293206197853,15.688233824631526,34.66374196309462
Department for International Trade,dit,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Desmond Tutu HIV Foundation,dthfxx12,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,33.333333333333336
Development Aid from People to People (DAPP) Malawi,dapp,75.0,25.0,0.0,0.0,0.0,75.0,100.0,66.66666666666666,25.0,40.74074074074073,75.0,25.0,0.0,0.0,0.0,75.0,100.0,66.66666666666666,25.0,40.74074074074073
Development Expertise Center,dec_ethiopia,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,44.44444444444444,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,44.44444444444444
Development Initiatives Poverty Research,dipr,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Development Media International,dmi_admin,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Development Organisation of the Rural Poor,dorp-org,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Developments In Literacy Trust UK,diltuk,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Devidayal Solar Solutions Private Limited,ddsolar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-,0.0,11.11111111111111
Diakonia (Sweden),diakonia-sweden,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,22.22222222222222
Digital Campus,dc,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Direcção Provincial de Saúde de Nampula,dps-nampula,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,33.333333333333336,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,33.333333333333336
Disability and Development Partners,ddp,0.0,0.0,0.0,66.66666666666666,0.0,66.66666666666666,0.0,0.0,0.0,14.814814814814813,0.0,0.0,0.0,66.66666666666666,0.0,66.66666666666666,0.0,0.0,0.0,14.814814814814813
Disability Rights Advocacy Fund,draf,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Disability Rights Fund,drf,100.0,0.0,0.0,100.0,0.0,100.0,100.0,-,0.0,44.44444444444444,100.0,0.0,0.0,100.0,0.0,100.0,100.0,-,0.0,44.44444444444444
Disabled People's Organisations Denmark,dpod,6.25,0.0,0.0,100.0,0.0,0.0,12.5,7.6923076923076925,0.0,14.0491452991453,6.25,0.0,0.0,100.0,0.0,0.0,12.5,7.6923076923076925,0.0,14.0491452991453
Disasters Emergency Committee,dec-uk,100.0,0.0,0.0,100.0,0.0,60.0,100.0,50.0,0.0,45.55555555555556,100.0,0.0,0.0,100.0,0.0,60.0,100.0,50.0,0.0,45.55555555555556
"Discovery Learning Alliance, Inc.",dla,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
DiXi Group NGO,dixigroup,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,33.333333333333336,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,44.44444444444444
Djapo,djapo,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,33.333333333333336,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,33.333333333333336
DKT - (Pakistan),dkt,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222
DKT Ethiopia,dkt_ethiopia,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,22.22222222222222
DKT International,dkti,100.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,55.55555555555556,100.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,55.55555555555556
DKT RD Congo,dkt_drc,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,77.77777777777777,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,77.77777777777777
DNH Mali (Direction Nationale de l’Hydraulique du Mali),pca-gire,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Doctors of the World (NL)/ Dokters van de Wereld,mdmnl,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111
Doctors of the World UK,dotw_uk,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Doctors with Africa CUAMM,cuamm,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222
Dorcas Aid International,dai,100.0,40.0,25.0,80.0,0.0,25.0,100.0,40.0,65.0,52.77777777777778,100.0,40.0,25.0,80.0,0.0,25.0,100.0,40.0,65.0,52.77777777777778
Down syndrome Foundation Nigeria,dsfn,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Drugs for Neglected Diseases initiative (DNDi),dndi_transparency,0.0,6.25,0.0,100.0,0.0,100.0,100.0,-,43.75,38.888888888888886,0.0,6.25,0.0,100.0,0.0,100.0,100.0,-,43.75,38.888888888888886
DUF - The Danish Youth Council,duf,0.0,0.0,0.0,100.0,0.0,0.0,0.0,49.29577464788733,0.0,16.588419405320813,0.0,0.0,0.0,100.0,0.0,0.0,0.0,49.29577464788733,0.0,16.588419405320813
Dushtha Shasthya Kendra,dsk,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111
Dynamo International asbl,dynamo_international,42.857142857142854,57.14285714285714,57.14285714285714,100.0,0.0,14.285714285714285,100.0,25.0,14.285714285714285,45.63492063492063,42.857142857142854,57.14285714285714,57.14285714285714,100.0,0.0,14.285714285714285,100.0,25.0,14.285714285714285,45.63492063492063
Défi Belgique Afrique,dba,0.0,75.0,75.0,100.0,0.0,0.0,100.0,0.0,0.0,38.888888888888886,0.0,75.0,75.0,100.0,0.0,0.0,100.0,0.0,0.0,38.888888888888886
Dóchas - Irish Association of Non Governmental Development Organisations,dochas,95.45454545454545,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,32.82828282828282,95.45454545454545,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,32.82828282828282
"E3 - Ecología, Economía y Etíca",grupoe3,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,22.22222222222222
EABX,eabx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,11.11111111111111
Earthworm Foundation,ewf,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
East African Playgrounds,eap,100.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,44.44444444444444,100.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,44.44444444444444
ECDPM,ecdpm,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Echos Communication,ec,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Eclosio,eclosio,0.0,88.88888888888889,88.88888888888889,100.0,0.0,0.0,100.0,0.0,0.0,41.97530864197531,0.0,88.88888888888889,88.88888888888889,100.0,0.0,0.0,100.0,0.0,0.0,41.97530864197531
Economic and Social Fund for Development,esfd,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,22.22222222222222
Economic and Social Research Foundation (ESRF),esrf,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,33.333333333333336,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,33.333333333333336
Ecorys Nederland B.V.,ecorysnl,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Ecorys UK,ecuk,87.5,0.0,0.0,100.0,0.0,75.0,87.5,100.0,0.0,50.0,87.5,0.0,0.0,100.0,0.0,75.0,87.5,100.0,0.0,50.0
Ecovega Enterprises,ecovega,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Educate!,educate,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222
Education Cannot Wait,ecw,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111
"Education Development Center, Inc.",edc,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Education Development Trust,eddevtrust,0.0,0.0,0.0,50.0,0.0,0.0,100.0,100.0,0.0,27.77777777777778,0.0,0.0,0.0,50.0,0.0,0.0,100.0,100.0,0.0,27.77777777777778
Edukans Foundation,edukans_foundation,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
ELEVATE Hong Kong Holdings Limited,elevatelimited,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Elrha,elrha,0.0,0.0,0.0,100.0,0.0,0.0,100.0,-,100.0,33.333333333333336,0.0,0.0,0.0,100.0,0.0,0.0,100.0,-,100.0,33.333333333333336
Elton John AIDS Foundation,ejaf,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Emissa,emissa,0.0,71.42857142857143,71.42857142857143,100.0,0.0,0.0,0.0,0.0,0.0,26.984126984126984,0.0,71.42857142857143,71.42857142857143,100.0,0.0,0.0,0.0,0.0,0.0,26.984126984126984
Emmanuel International UK,eiuk,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
EMMS International,emms,60.86956521739131,34.78260869565217,34.78260869565217,78.26086956521739,0.0,21.73913043478261,100.0,78.26086956521739,17.391304347826086,47.34299516908212,60.86956521739131,34.78260869565217,34.78260869565217,78.26086956521739,0.0,21.73913043478261,100.0,78.26086956521739,17.391304347826086,47.34299516908212
Energy 4 Impact,e4i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0
Energy Saving Trust,energy_saving_trust,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222
Enfance Tiers Monde Kinderen Derde Wereld,etmkdw,0.0,66.66666666666666,66.66666666666666,66.66666666666666,0.0,0.0,100.0,50.0,0.0,38.888888888888886,0.0,66.66666666666666,66.66666666666666,100.0,0.0,0.0,100.0,50.0,0.0,42.59259259259259
EngenderHealth,ehorg,50.0,0.0,0.0,50.0,0.0,100.0,50.0,100.0,50.0,44.44444444444444,50.0,0.0,0.0,50.0,0.0,100.0,50.0,100.0,50.0,44.44444444444444
EngenderHealth Ethiopia,engenderhealth_eth,50.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,38.888888888888886,50.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,38.888888888888886
Engineers Without Borders Canada,ewb_canada,100.0,25.0,0.0,25.0,0.0,0.0,0.0,66.66666666666666,0.0,24.074074074074073,100.0,25.0,0.0,25.0,0.0,0.0,0.0,66.66666666666666,0.0,24.074074074074073
Enhanced Integrated Framework,eif,0.0,0.0,0.0,100.0,0.0,0.0,0.0,50.0,0.0,16.666666666666668,0.0,0.0,0.0,100.0,0.0,0.0,0.0,50.0,0.0,16.666666666666668
Enroot,nroot,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,33.333333333333336,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,33.333333333333336
"Entiqal for Training ""Partners for Good""",pfg,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Entraide et Fraternité,ef_,28.57142857142857,64.28571428571429,64.28571428571429,100.0,0.0,0.0,100.0,25.0,0.0,42.46031746031746,28.57142857142857,64.28571428571429,64.28571428571429,100.0,0.0,0.0,100.0,25.0,0.0,42.46031746031746
Environmental Centre for Oil Spills and Gas Flaring (NACGOND),nacgond-,100.0,0.0,0.0,0.0,83.33333333333334,0.0,0.0,100.0,100.0,42.592592592592595,100.0,0.0,0.0,0.0,83.33333333333334,0.0,0.0,100.0,100.0,42.592592592592595
Equality Fund,ef,0.0,0.0,0.0,53.0,0.0,0.0,0.0,24.444444444444443,0.0,8.604938271604938,0.0,0.0,0.0,53.0,0.0,0.0,0.0,24.444444444444443,0.0,8.604938271604938
Equality Now,e_n,100.0,0.0,0.0,100.0,0.0,0.0,100.0,50.0,80.0,47.77777777777778,100.0,0.0,0.0,100.0,0.0,0.0,100.0,50.0,80.0,47.77777777777778
Equatorial Power Limited,ep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
equileap,equileap,100.0,100.0,0.0,100.0,0.0,100.0,100.0,-,100.0,66.66666666666667,100.0,100.0,0.0,100.0,0.0,100.0,100.0,-,100.0,66.66666666666667
Ethical Trading Initiative,eti,100.0,0.0,0.0,75.0,0.0,0.0,100.0,50.0,75.0,44.44444444444444,100.0,0.0,0.0,75.0,0.0,0.0,100.0,50.0,75.0,44.44444444444444
Ethiopiaid Ireland,ethiopiaidireland,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,22.22222222222222
Ethiopiaid UK,ethiopiaiduk,5.263157894736842,5.263157894736842,0.0,100.0,0.0,0.0,68.42105263157895,0.0,0.0,19.883040935672515,5.263157894736842,5.263157894736842,0.0,100.0,0.0,0.0,68.42105263157895,0.0,0.0,19.883040935672515
Ethiopian Horticulture Producer Exporters Association (EHPEA),ehpea,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Ethiopian Public Health Association,epha,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Ethiopian Women Lawyers Association,ewla,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,33.333333333333336,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,33.333333333333336
Ethiopian Women with Disabilities National Assocation,ewdna2025,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,66.66666666666667,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,66.66666666666667
Eurasia Partnership Foundation,epf,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,22.22222222222222
European Bank for Reconstruction and Development,ebrd,100.0,93.6864633493847,0.0,100.0,0.0,100.0,100.0,0.0,0.0,54.85405148326496,100.0,93.6864633493847,93.6864633493847,100.0,0.0,100.0,100.0,0.0,0.0,65.26365852208548
European Commission - Humanitarian Aid & Civil Protection,ec-echo,100.0,98.68852459016394,82.29508196721311,100.0,100.0,100.0,100.0,19.97126436781609,0.0,77.88387454724368,100.0,98.68852459016394,82.29508196721311,100.0,100.0,100.0,100.0,19.97126436781609,0.0,77.88387454724368
European Commission - International Partnerships,ec-intpa,100.0,100.0,64.51686940555427,99.91966949736056,100.0,80.45673628643563,100.0,35.38485033598045,35.070002295157224,79.48312531338757,100.0,100.0,64.51686940555427,99.91966949736056,100.0,80.45673628643563,100.0,35.38485033598045,35.070002295157224,79.48312531338757
European Commission - Neighbourhood and Enlargement Negotiations,ec-near,100.0,100.0,48.881789137380196,99.7231096911608,100.0,73.50372736954208,100.0,0.0,37.48668796592119,73.28836824044491,100.0,100.0,48.881789137380196,99.7231096911608,100.0,73.50372736954208,100.0,0.0,37.48668796592119,73.28836824044491
European Commission - Service for Foreign Policy Instruments,ec-fpi,100.0,100.0,50.0,99.86910994764398,100.0,77.87958115183245,100.0,18.615751789976134,40.575916230366495,76.32670656886879,100.0,100.0,50.13089005235602,99.86910994764398,100.0,77.87958115183245,100.0,18.615751789976134,40.575916230366495,76.34124990801945
European Forest Institute,efi,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,11.11111111111111
European Institute of Peace,eip,0.0,0.0,0.0,100.0,0.0,28.57142857142857,0.0,0.0,0.0,14.285714285714285,0.0,0.0,0.0,100.0,0.0,28.57142857142857,0.0,0.0,0.0,14.285714285714285
European Investment Bank,eib,0.0,0.0,0.0,0.0,0.0,100.0,100.0,18.386491557223263,0.0,24.26516572858036,0.0,0.0,0.0,0.0,0.0,100.0,100.0,18.386491557223263,0.0,24.26516572858036
European Journalism Centre,ejc,10.0,0.0,0.0,100.0,0.0,0.0,100.0,50.0,90.0,38.888888888888886,10.0,0.0,0.0,100.0,0.0,0.0,100.0,50.0,90.0,38.888888888888886
Eve Organization for Women Development,eveowd,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,33.333333333333336,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,33.333333333333336
EveryChild,evc,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Excellent Development,excellent,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Exeter Ethiopia Link,eel,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Fair Wear Foundation,fwf,80.0,0.0,0.0,100.0,0.0,60.0,10.0,14.285714285714285,70.0,37.14285714285714,80.0,0.0,0.0,100.0,0.0,60.0,10.0,14.285714285714285,70.0,37.14285714285714
FairChain Foundation,fc-f,0.0,0.0,0.0,100.0,0.0,0.0,100.0,-,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,100.0,-,0.0,22.22222222222222
Fairfood International,fairfood,100.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,83.33333333333334,53.70370370370371,100.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,83.33333333333334,53.70370370370371
Fairtrade Belgium,fairtrade_be,0.0,50.0,0.0,100.0,0.0,0.0,100.0,-,0.0,27.77777777777778,0.0,50.0,50.0,100.0,0.0,0.0,100.0,-,0.0,33.333333333333336
Fairtrade Labelling Organizations International e.V.,fairtrade_international,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Faith to Action Network,f2a,80.0,0.0,0.0,100.0,0.0,0.0,60.0,25.0,100.0,40.55555555555556,80.0,0.0,0.0,100.0,0.0,0.0,60.0,25.0,100.0,40.55555555555556
Family Aids Caring Trust,fact,100.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,55.55555555555556,100.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,55.55555555555556
Family Counseling and Development Foundation,fcdf,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,66.66666666666667,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,66.66666666666667
Family Guidance Association of Ethiopia,fgae_ethiopia,100.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,25.0,27.77777777777778,100.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,25.0,27.77777777777778
Family Life Education Program,flepuganda,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Farm Africa,fa,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,33.333333333333336,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,44.44444444444444
Farm Concern International,fci,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Fauna & Flora International,ffi_publisher,100.0,0.0,0.0,100.0,0.0,0.0,100.0,-,0.0,33.333333333333336,100.0,0.0,0.0,100.0,0.0,0.0,100.0,-,0.0,33.333333333333336
Federation of Women Lawyers Kenya,fida,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,77.77777777777777,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,77.77777777777777
fedesarrollo,fedesarrollo,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Feed the Minds,ftm-291333,100.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,55.55555555555556,100.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,55.55555555555556
Female,female,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,33.333333333333336,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,33.333333333333336
FHI360,fhi360,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222
Fiabel,fiabel,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
FIAN Belgium,fian-belgium,0.0,50.0,50.0,100.0,0.0,0.0,100.0,-,0.0,33.333333333333336,0.0,50.0,50.0,100.0,0.0,0.0,100.0,-,0.0,33.333333333333336
"Field Ready, USA",field_ready,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,44.44444444444444,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,44.44444444444444
Fiftyfifty,fiftyfifty-lb,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,22.22222222222222
Fight for Humanity,ffh,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,11.11111111111111
Fight Hunger Foundation,fhf,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Financial Sector Deepening Trust (Kenya),fsdk,25.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,13.88888888888889,25.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,13.88888888888889
Financial Sector Deepening Uganda,fsduganda,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
FIND,finddiagnostics,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,11.11111111111111
Find Your Feet,fyf,100.0,0.0,0.0,100.0,0.0,100.0,100.0,66.66666666666666,0.0,51.85185185185185,100.0,0.0,0.0,100.0,0.0,100.0,100.0,66.66666666666666,0.0,51.85185185185185
Finland - Ministry for Foreign Affairs,finland_mfa,0.0,1.8691588785046727,0.0,100.0,53.58255451713395,0.0,57.943925233644855,28.8135593220339,0.0,26.91213310570193,0.0,1.8691588785046727,0.0,100.0,53.58255451713395,0.0,57.943925233644855,28.8135593220339,0.0,26.91213310570193
